image_paths,title,price,post_url,location
"images\listing_742_image_1.png_20240927_160811.png, images\listing_742_image_2.png_20240927_160813.png, images\listing_742_image_3.png_20240927_160815.png, images\listing_742_image_4.png_20240927_160817.png, images\listing_742_image_5.png_20240927_160819.png, images\listing_742_image_6.png_20240927_160821.png, images\listing_742_image_7.png_20240927_160823.png",Rush Sale Old House & Lot Barangay Tibagan San Juan City,PHP45,https://www.facebook.com/marketplace/item/377775448683234/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"San Juan, NCR"
images\listing_743_image_1.png_20240927_160829.png,VACATION HOUSE USING CONTAINER HOUSE,PHP5,https://www.facebook.com/marketplace/item/1060272382481199/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_744_image_1.png_20240927_160835.png, images\listing_744_image_2.png_20240927_160837.png","House for Sale in Sta. Ana, Manila",PHP12,https://www.facebook.com/marketplace/item/1213586149642654/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
images\listing_745_image_1.png_20240927_160843.png,HOUSE FOR SALE,PHP123,https://www.facebook.com/marketplace/item/892709542618029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_746_image_1.png_20240927_160850.png, images\listing_746_image_2.png_20240927_160852.png, images\listing_746_image_3.png_20240927_160853.png, images\listing_746_image_4.png_20240927_160855.png, images\listing_746_image_5.png_20240927_160857.png, images\listing_746_image_6.png_20240927_160859.png, images\listing_746_image_7.png_20240927_160900.png, images\listing_746_image_8.png_20240927_160903.png, images\listing_746_image_9.png_20240927_160904.png, images\listing_746_image_10.png_20240927_160906.png","House & Lot near Kamuning Road Tomas Morato, Edsa, E Rodriguez",PHP30,https://www.facebook.com/marketplace/item/509072635038273/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_747_image_1.png_20240927_160947.png, images\listing_747_image_2.png_20240927_160951.png, images\listing_747_image_3.png_20240927_160953.png, images\listing_747_image_4.png_20240927_160955.png, images\listing_747_image_5.png_20240927_160957.png, images\listing_747_image_6.png_20240927_160958.png, images\listing_747_image_7.png_20240927_161000.png, images\listing_747_image_8.png_20240927_161002.png",Old House For Sale In Addition Hills Mandaluyong,PHP200,https://www.facebook.com/marketplace/item/1067843671378756/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_748_image_1.png_20240927_161009.png, images\listing_748_image_2.png_20240927_161011.png, images\listing_748_image_3.png_20240927_161013.png, images\listing_748_image_4.png_20240927_161014.png, images\listing_748_image_5.png_20240927_161016.png, images\listing_748_image_6.png_20240927_161018.png, images\listing_748_image_7.png_20240927_161020.png",HOUSE FOT SALE❗❗❗❗❗,PHP7,https://www.facebook.com/marketplace/item/1454519498576790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_749_image_1.png_20240927_161028.png, images\listing_749_image_2.png_20240927_161030.png, images\listing_749_image_3.png_20240927_161032.png, images\listing_749_image_4.png_20240927_161034.png, images\listing_749_image_5.png_20240927_161036.png, images\listing_749_image_6.png_20240927_161038.png, images\listing_749_image_7.png_20240927_161040.png, images\listing_749_image_8.png_20240927_161042.png, images\listing_749_image_9.png_20240927_161044.png, images\listing_749_image_10.png_20240927_161046.png",4.8M House and Lot near Tagaytay,"PHP4,800,000",https://www.facebook.com/marketplace/item/578681697817948/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_750_image_1.png_20240927_161052.png, images\listing_750_image_2.png_20240927_161054.png, images\listing_750_image_3.png_20240927_161056.png, images\listing_750_image_4.png_20240927_161058.png, images\listing_750_image_5.png_20240927_161100.png, images\listing_750_image_6.png_20240927_161102.png",House and lot in Pasay,PHP35,https://www.facebook.com/marketplace/item/537787635276866/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_751_image_1.png_20240927_161108.png, images\listing_751_image_2.png_20240927_161109.png, images\listing_751_image_3.png_20240927_161111.png, images\listing_751_image_4.png_20240927_161113.png, images\listing_751_image_5.png_20240927_161115.png, images\listing_751_image_6.png_20240927_161117.png",HOUSE & LOT North Greenhills,PHP420,https://www.facebook.com/marketplace/item/844531697826035/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"San Juan, NCR"
"images\listing_752_image_1.png_20240927_161123.png, images\listing_752_image_2.png_20240927_161126.png, images\listing_752_image_3.png_20240927_161127.png, images\listing_752_image_4.png_20240927_161129.png, images\listing_752_image_5.png_20240927_161131.png",House and Lot,PHP12,https://www.facebook.com/marketplace/item/1221000915748142/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_753_image_1.png_20240927_161138.png, images\listing_753_image_2.png_20240927_161140.png, images\listing_753_image_3.png_20240927_161142.png, images\listing_753_image_4.png_20240927_161144.png, images\listing_753_image_5.png_20240927_161147.png, images\listing_753_image_6.png_20240927_161149.png, images\listing_753_image_7.png_20240927_161151.png, images\listing_753_image_8.png_20240927_161153.png",🍃 Modern Contemporary House in Tagaytay For Sale 🍃,PHP55,https://www.facebook.com/marketplace/item/801176621361034/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
images\listing_754_image_1.png_20240927_161233.png,delpan tondo house and lot for sale,"PHP6,000,000",https://www.facebook.com/marketplace/item/1378520086159653/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_755_image_1.png_20240927_161242.png, images\listing_755_image_2.png_20240927_161244.png",HOUSE AND LOT FOR SALE,PHP27,https://www.facebook.com/marketplace/item/1618893655540267/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
images\listing_756_image_1.png_20240927_161250.png,House and lot west Grove heights ,PHP320,https://www.facebook.com/marketplace/item/3887861258206795/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_757_image_1.png_20240927_161256.png, images\listing_757_image_2.png_20240927_161258.png, images\listing_757_image_3.png_20240927_161300.png, images\listing_757_image_4.png_20240927_161302.png, images\listing_757_image_5.png_20240927_161304.png, images\listing_757_image_6.png_20240927_161306.png, images\listing_757_image_7.png_20240927_161307.png, images\listing_757_image_8.png_20240927_161309.png, images\listing_757_image_9.png_20240927_161311.png, images\listing_757_image_10.png_20240927_161313.png",For Sale! House and Lot in Quezon City near Trinoma and SM North,PHP100,https://www.facebook.com/marketplace/item/791077149662616/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_758_image_1.png_20240927_161320.png, images\listing_758_image_2.png_20240927_161322.png, images\listing_758_image_3.png_20240927_161324.png",House and Lot for sale,PHP14,https://www.facebook.com/marketplace/item/826247329428888/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_759_image_1.png_20240927_161331.png, images\listing_759_image_2.png_20240927_161333.png, images\listing_759_image_3.png_20240927_161335.png, images\listing_759_image_4.png_20240927_161336.png, images\listing_759_image_5.png_20240927_161338.png, images\listing_759_image_6.png_20240927_161340.png, images\listing_759_image_7.png_20240927_161341.png, images\listing_759_image_8.png_20240927_161343.png, images\listing_759_image_9.png_20240927_161345.png, images\listing_759_image_10.png_20240927_161347.png",HOUSE FOR RENT,"PHP15,000",https://www.facebook.com/marketplace/item/2067942516935040/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_760_image_1.png_20240927_161354.png, images\listing_760_image_2.png_20240927_161356.png, images\listing_760_image_3.png_20240927_161358.png, images\listing_760_image_4.png_20240927_161400.png, images\listing_760_image_5.png_20240927_161402.png, images\listing_760_image_6.png_20240927_161404.png, images\listing_760_image_7.png_20240927_161406.png, images\listing_760_image_8.png_20240927_161408.png, images\listing_760_image_9.png_20240927_161409.png, images\listing_760_image_10.png_20240927_161411.png","BIG HORSESHOE DRIVE, BRAND NEW HOUSE & LOT FOR SALE! RARE LISTING!!",PHP150,https://www.facebook.com/marketplace/item/528722336273927/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_762_image_1.png_20240927_161426.png, images\listing_762_image_2.png_20240927_161428.png, images\listing_762_image_3.png_20240927_161430.png",House for rent,"PHP4,000",https://www.facebook.com/marketplace/item/1294601845255468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_763_image_1.png_20240927_161436.png, images\listing_763_image_2.png_20240927_161438.png, images\listing_763_image_3.png_20240927_161440.png, images\listing_763_image_4.png_20240927_161442.png, images\listing_763_image_5.png_20240927_161444.png, images\listing_763_image_6.png_20240927_161446.png, images\listing_763_image_7.png_20240927_161448.png, images\listing_763_image_8.png_20240927_161450.png, images\listing_763_image_9.png_20240927_161452.png, images\listing_763_image_10.png_20240927_161455.png",Brand New Ready to Move-In House and Lot for Sale in Cavite,"PHP100,000",https://www.facebook.com/marketplace/item/3887946091463835/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_764_image_1.png_20240927_161500.png,HOUSE AND LOT FOR SALE,PHP7,https://www.facebook.com/marketplace/item/1064528468538632/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_765_image_1.png_20240927_161619.png, images\listing_765_image_2.png_20240927_161623.png, images\listing_765_image_3.png_20240927_161625.png, images\listing_765_image_4.png_20240927_161627.png, images\listing_765_image_5.png_20240927_161628.png, images\listing_765_image_6.png_20240927_161630.png, images\listing_765_image_7.png_20240927_161632.png, images\listing_765_image_8.png_20240927_161634.png, images\listing_765_image_9.png_20240927_161636.png",Makati House and Lot For Sale,PHP23,https://www.facebook.com/marketplace/item/1244899256653355/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_766_image_1.png_20240927_161717.png, images\listing_766_image_2.png_20240927_161721.png, images\listing_766_image_3.png_20240927_161723.png, images\listing_766_image_4.png_20240927_161725.png, images\listing_766_image_5.png_20240927_161726.png","House for lease.

Magallanes Village 
(available on July 7, 2024)

Total LA: 750 sqm 
Location: high","PHP200,000",https://www.facebook.com/marketplace/item/7624581890987100/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_767_image_1.png_20240927_161733.png, images\listing_767_image_2.png_20240927_161735.png, images\listing_767_image_3.png_20240927_161737.png, images\listing_767_image_4.png_20240927_161738.png, images\listing_767_image_5.png_20240927_161740.png, images\listing_767_image_6.png_20240927_161742.png, images\listing_767_image_7.png_20240927_161745.png, images\listing_767_image_8.png_20240927_161747.png, images\listing_767_image_9.png_20240927_161749.png, images\listing_767_image_10.png_20240927_161751.png","PREFAB CONTAINER HOUSE
BRANDNEW !
DIRECT IMPORT !
READY TO DELIVER AND INSTALL !","PHP150,000",https://www.facebook.com/marketplace/item/2337833369898046/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_768_image_1.png_20240927_161833.png, images\listing_768_image_2.png_20240927_161836.png, images\listing_768_image_3.png_20240927_161837.png, images\listing_768_image_4.png_20240927_161839.png, images\listing_768_image_5.png_20240927_161840.png, images\listing_768_image_6.png_20240927_161842.png, images\listing_768_image_7.png_20240927_161843.png, images\listing_768_image_8.png_20240927_161845.png",3 Storey House/Building For Sale in Pasay City!!,PHP14,https://www.facebook.com/marketplace/item/775138454695491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_769_image_1.png_20240927_161853.png, images\listing_769_image_2.png_20240927_161855.png, images\listing_769_image_3.png_20240927_161856.png, images\listing_769_image_4.png_20240927_161858.png, images\listing_769_image_5.png_20240927_161859.png, images\listing_769_image_6.png_20240927_161901.png, images\listing_769_image_7.png_20240927_161902.png",House and lot packaged pree selling build customize on going costruction buil Baguio city,PHP6,https://www.facebook.com/marketplace/item/786731873356050/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_770_image_1.png_20240927_161909.png, images\listing_770_image_2.png_20240927_161910.png, images\listing_770_image_3.png_20240927_161912.png","🔷FOR AS LOW AS  6-7K MONTHLY DP‼️
🔷 GRAND OPEN HOUSE ‼️🎉🎊
🔷 HUGE DISCOUNT AWAITS ‼️

✅ Only 10K","PHP7,000",https://www.facebook.com/marketplace/item/2234946506868682/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_771_image_1.png_20240927_161918.png, images\listing_771_image_2.png_20240927_161920.png, images\listing_771_image_3.png_20240927_161921.png, images\listing_771_image_4.png_20240927_161923.png, images\listing_771_image_5.png_20240927_161924.png, images\listing_771_image_6.png_20240927_161926.png, images\listing_771_image_7.png_20240927_161927.png, images\listing_771_image_8.png_20240927_161929.png, images\listing_771_image_9.png_20240927_161931.png, images\listing_771_image_10.png_20240927_161932.png",Forbes House and Lot For Sale,PHP45,https://www.facebook.com/marketplace/item/474033065157577/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
